Date,Temp
15/08/2016,20.817
15/08/2016,18.58
15/08/2016,18.295
15/08/2016,18.366
15/08/2016,18.271
15/08/2016,18.105
15/08/2016,17.938
15/08/2016,17.748
15/08/2016,17.486
15/08/2016,17.225
15/08/2016,16.915
15/08/2016,16.82
15/08/2016,16.701
15/08/2016,16.606
15/08/2016,16.582
16/08/2016,16.463
16/08/2016,16.392
16/08/2016,16.32
16/08/2016,16.177
16/08/2016,16.106
16/08/2016,15.939
16/08/2016,15.891
16/08/2016,15.819
16/08/2016,15.772
16/08/2016,15.748
16/08/2016,15.724
16/08/2016,15.652
16/08/2016,15.509
16/08/2016,15.461
16/08/2016,15.414
16/08/2016,15.366
16/08/2016,15.366
16/08/2016,15.342
16/08/2016,15.557
16/08/2016,15.676
16/08/2016,15.819
16/08/2016,16.058
16/08/2016,16.129
16/08/2016,16.392
16/08/2016,16.749
16/08/2016,17.034
16/08/2016,17.082
16/08/2016,17.201
16/08/2016,17.201
16/08/2016,17.629
16/08/2016,17.439
16/08/2016,17.296
16/08/2016,17.677
16/08/2016,17.915
16/08/2016,17.701
16/08/2016,17.819
16/08/2016,18.057
16/08/2016,18.057
16/08/2016,17.962
16/08/2016,17.867
16/08/2016,17.677
16/08/2016,17.439
16/08/2016,17.344
16/08/2016,17.153
16/08/2016,16.963
16/08/2016,16.844
16/08/2016,16.796
16/08/2016,16.701
17/08/2016,16.582
17/08/2016,16.463
17/08/2016,16.32
17/08/2016,16.296
17/08/2016,16.272
17/08/2016,16.225
17/08/2016,16.177
17/08/2016,16.129
17/08/2016,16.058
17/08/2016,16.034
17/08/2016,15.963
17/08/2016,15.891
17/08/2016,15.867
17/08/2016,15.819
17/08/2016,15.796
17/08/2016,15.772
17/08/2016,15.819
17/08/2016,15.867
17/08/2016,15.939
17/08/2016,16.01
17/08/2016,16.034
17/08/2016,16.106
17/08/2016,16.225
17/08/2016,16.415
17/08/2016,16.915
17/08/2016,17.082
17/08/2016,16.939
17/08/2016,17.724
17/08/2016,18.39
17/08/2016,18.414
17/08/2016,18.057
17/08/2016,18.485
17/08/2016,18.39
17/08/2016,18.271
17/08/2016,18.2
17/08/2016,18.129
17/08/2016,18.152
17/08/2016,18.081
17/08/2016,18.01
17/08/2016,17.915
17/08/2016,17.843
17/08/2016,17.748
17/08/2016,17.677
17/08/2016,17.605
17/08/2016,17.439
17/08/2016,17.32
17/08/2016,17.225
17/08/2016,17.13
18/08/2016,17.106
18/08/2016,17.058
18/08/2016,17.011
18/08/2016,16.963
18/08/2016,16.892
18/08/2016,16.844
18/08/2016,16.773
18/08/2016,16.725
18/08/2016,16.701
18/08/2016,16.654
18/08/2016,16.606
18/08/2016,16.558
18/08/2016,16.487
18/08/2016,16.439
18/08/2016,16.415
18/08/2016,16.392
18/08/2016,16.392
18/08/2016,16.368
18/08/2016,16.392
18/08/2016,16.439
18/08/2016,16.487
18/08/2016,16.534
18/08/2016,16.606
18/08/2016,16.606
18/08/2016,16.654
18/08/2016,16.725
18/08/2016,16.844
18/08/2016,16.987
18/08/2016,17.32
18/08/2016,17.32
18/08/2016,17.796
18/08/2016,18.081
18/08/2016,18.224
18/08/2016,18.39
18/08/2016,18.129
18/08/2016,18.01
18/08/2016,17.677
18/08/2016,17.534
18/08/2016,17.391
18/08/2016,17.272
18/08/2016,17.13
18/08/2016,17.034
18/08/2016,16.915
18/08/2016,16.868
18/08/2016,16.725
18/08/2016,16.725
18/08/2016,16.654
18/08/2016,16.558
19/08/2016,16.487
19/08/2016,16.392
19/08/2016,16.296
19/08/2016,16.201
19/08/2016,16.106
19/08/2016,16.01
19/08/2016,15.915
19/08/2016,15.796
19/08/2016,15.605
19/08/2016,15.533
19/08/2016,15.414
19/08/2016,15.438
19/08/2016,15.294
19/08/2016,15.27
19/08/2016,15.223
19/08/2016,15.223
19/08/2016,15.151
19/08/2016,15.127
19/08/2016,15.366
19/08/2016,15.581
19/08/2016,15.652
19/08/2016,15.867
19/08/2016,15.891
19/08/2016,15.963
19/08/2016,16.296
19/08/2016,16.939
19/08/2016,17.13
19/08/2016,17.582
19/08/2016,17.867
19/08/2016,18.247
19/08/2016,18.01
19/08/2016,17.796
19/08/2016,18.2
19/08/2016,18.366
19/08/2016,18.604
19/08/2016,18.557
19/08/2016,18.747
19/08/2016,18.771
19/08/2016,18.652
19/08/2016,18.485
19/08/2016,18.366
19/08/2016,18.224
19/08/2016,18.081
19/08/2016,17.986
19/08/2016,17.843
19/08/2016,17.724
19/08/2016,17.605
19/08/2016,17.51
20/08/2016,17.439
20/08/2016,17.32
20/08/2016,17.249
20/08/2016,17.177
20/08/2016,17.106
20/08/2016,17.058
20/08/2016,16.868
20/08/2016,16.892
20/08/2016,16.844
20/08/2016,16.82
20/08/2016,16.749
20/08/2016,16.701
20/08/2016,16.63
20/08/2016,16.582
20/08/2016,16.534
20/08/2016,16.463
20/08/2016,16.249
20/08/2016,16.129
20/08/2016,16.225
20/08/2016,16.201
20/08/2016,16.153
20/08/2016,16.153
20/08/2016,16.225
20/08/2016,16.296
20/08/2016,16.368
20/08/2016,16.415
20/08/2016,16.463
20/08/2016,16.511
20/08/2016,16.534
20/08/2016,16.582
20/08/2016,16.654
20/08/2016,16.654
20/08/2016,16.677
20/08/2016,16.677
20/08/2016,16.63
20/08/2016,16.511
20/08/2016,16.439
20/08/2016,16.368
20/08/2016,16.272
20/08/2016,16.201
20/08/2016,16.153
20/08/2016,16.034
20/08/2016,16.01
20/08/2016,15.939
20/08/2016,15.843
20/08/2016,15.819
20/08/2016,15.748
20/08/2016,15.676
21/08/2016,15.581
21/08/2016,15.485
21/08/2016,15.461
21/08/2016,15.39
21/08/2016,15.342
21/08/2016,15.294
21/08/2016,15.199
21/08/2016,15.151
21/08/2016,15.103
21/08/2016,15.079
21/08/2016,15.008
21/08/2016,14.936
21/08/2016,14.912
21/08/2016,14.864
21/08/2016,14.816
21/08/2016,14.792
21/08/2016,14.721
