,Date,Temp
110002,04/09/2011,25.428
310001,04/09/2011,22.824
410001,04/09/2011,21.604
510001,04/09/2011,22.274
69028,04/09/2011,21.509
71002,04/09/2011,20.841
81002,04/09/2011,20.293
91002,04/09/2011,20.079
101002,04/09/2011,17.677
111002,04/09/2011,16.582
121002,04/09/2011,16.582
131002,04/09/2011,16.558
141002,04/09/2011,16.534
151002,04/09/2011,16.534
161002,04/09/2011,16.534
171001,04/09/2011,16.511
181001,04/09/2011,16.534
191001,04/09/2011,16.534
201001,04/09/2011,16.511
211001,04/09/2011,16.534
221001,04/09/2011,16.463
231001,04/09/2011,16.392
241001,04/09/2011,16.32
251001,04/09/2011,16.201
261001,04/09/2011,16.225
271001,04/09/2011,16.177
281001,04/09/2011,16.034
291001,04/09/2011,16.058
301000,04/09/2011,15.963
311001,04/09/2011,15.819
321001,04/09/2011,15.867
331001,05/09/2011,16.153
341001,05/09/2011,16.129
351001,05/09/2011,16.106
361001,05/09/2011,16.082
371001,05/09/2011,16.082
381001,05/09/2011,16.082
391001,05/09/2011,16.082
401001,05/09/2011,16.082
411001,05/09/2011,16.01
421001,05/09/2011,16.034
431001,05/09/2011,15.939
441001,05/09/2011,15.915
451001,05/09/2011,15.915
461001,05/09/2011,15.891
471001,05/09/2011,15.915
481001,05/09/2011,15.891
491001,05/09/2011,15.891
501001,05/09/2011,15.986
511001,05/09/2011,16.034
521001,05/09/2011,16.034
531001,05/09/2011,16.106
541001,05/09/2011,16.296
551001,05/09/2011,16.32
561001,05/09/2011,16.392
571001,05/09/2011,16.534
581001,05/09/2011,16.439
591001,05/09/2011,16.606
601001,05/09/2011,16.534
611001,05/09/2011,16.582
621001,05/09/2011,16.749
631001,05/09/2011,16.677
641001,05/09/2011,16.701
651001,05/09/2011,16.701
661001,05/09/2011,16.606
671001,05/09/2011,16.534
681001,05/09/2011,16.463
69102,05/09/2011,16.392
70102,05/09/2011,16.296
71102,05/09/2011,16.225
72102,05/09/2011,16.153
73102,05/09/2011,16.106
74102,05/09/2011,16.058
75102,05/09/2011,15.963
76102,05/09/2011,15.867
77102,05/09/2011,15.891
78102,05/09/2011,15.867
79102,05/09/2011,15.819
80102,05/09/2011,15.796
81102,06/09/2011,15.605
82102,06/09/2011,15.652
83102,06/09/2011,15.438
84102,06/09/2011,15.318
85102,06/09/2011,15.318
86102,06/09/2011,15.342
87102,06/09/2011,15.27
88102,06/09/2011,15.438
89102,06/09/2011,15.318
90102,06/09/2011,15.581
91102,06/09/2011,15.605
92102,06/09/2011,15.533
93102,06/09/2011,15.533
94102,06/09/2011,15.605
95102,06/09/2011,15.629
96102,06/09/2011,15.581
97102,06/09/2011,15.557
98102,06/09/2011,15.676
99102,06/09/2011,15.724
100102,06/09/2011,15.915
101102,06/09/2011,16.106
102102,06/09/2011,16.249
103102,06/09/2011,16.272
104102,06/09/2011,16.296
105102,06/09/2011,16.415
106102,06/09/2011,16.487
107102,06/09/2011,16.511
108102,06/09/2011,16.463
109102,06/09/2011,16.677
110102,06/09/2011,16.725
111102,06/09/2011,16.844
112102,06/09/2011,16.892
113102,06/09/2011,16.939
114102,06/09/2011,16.915
115102,06/09/2011,16.868
116102,06/09/2011,16.844
117102,06/09/2011,16.749
118102,06/09/2011,16.511
119102,06/09/2011,16.392
120102,06/09/2011,16.415
121102,06/09/2011,16.368
122102,06/09/2011,16.272
123102,06/09/2011,16.201
124102,06/09/2011,16.225
125102,06/09/2011,15.986
126102,06/09/2011,15.963
127102,06/09/2011,15.939
128102,06/09/2011,16.153
129102,07/09/2011,16.106
130102,07/09/2011,16.082
131102,07/09/2011,15.986
132102,07/09/2011,15.963
133102,07/09/2011,15.915
134102,07/09/2011,15.843
135102,07/09/2011,15.581
136102,07/09/2011,15.438
137102,07/09/2011,15.7
138102,07/09/2011,15.629
139102,07/09/2011,15.629
140102,07/09/2011,15.414
141102,07/09/2011,15.438
142102,07/09/2011,15.652
143102,07/09/2011,15.557
144102,07/09/2011,15.629
145102,07/09/2011,15.629
146102,07/09/2011,15.772
147102,07/09/2011,15.891
148102,07/09/2011,16.01
149102,07/09/2011,16.082
150102,07/09/2011,16.201
151102,07/09/2011,16.296
152102,07/09/2011,16.392
153102,07/09/2011,16.868
154102,07/09/2011,16.868
155102,07/09/2011,16.725
156102,07/09/2011,17.13
157102,07/09/2011,17.296
158102,07/09/2011,17.32
159102,07/09/2011,17.724
160102,07/09/2011,17.653
161102,07/09/2011,17.439
162102,07/09/2011,17.32
163102,07/09/2011,17.534
164102,07/09/2011,17.225
165102,07/09/2011,17.463
166102,07/09/2011,17.391
167101,07/09/2011,17.225
168101,07/09/2011,16.987
169101,07/09/2011,16.82
170101,07/09/2011,16.677
171101,07/09/2011,16.606
172101,07/09/2011,16.511
173101,07/09/2011,16.487
174101,07/09/2011,16.344
175101,07/09/2011,16.296
176101,07/09/2011,16.296
177101,08/09/2011,16.272
178101,08/09/2011,16.201
179101,08/09/2011,16.106
180101,08/09/2011,16.058
181101,08/09/2011,15.963
182101,08/09/2011,15.963
183101,08/09/2011,15.915
184101,08/09/2011,15.891
185101,08/09/2011,15.867
186101,08/09/2011,15.819
187101,08/09/2011,15.796
188101,08/09/2011,15.772
189101,08/09/2011,15.724
190101,08/09/2011,15.581
191101,08/09/2011,15.581
192101,08/09/2011,15.533
193101,08/09/2011,15.629
194101,08/09/2011,15.843
195101,08/09/2011,16.01
196101,08/09/2011,16.177
197101,08/09/2011,16.129
198101,08/09/2011,16.272
199101,08/09/2011,16.558
200101,08/09/2011,17.011
