,Date,Temp
683010,01/01/2008,0.079
683110,01/01/2008,0.079
683210,01/01/2008,0.079
683310,01/01/2008,0.079
683410,01/01/2008,0.079
683510,01/01/2008,0.079
683610,01/01/2008,0.079
683710,01/01/2008,0.079
683810,01/01/2008,0.079
683910,01/01/2008,0.079
684010,01/01/2008,0.079
684110,01/01/2008,0.079
684210,01/01/2008,0.079
684310,01/01/2008,0.079
684410,01/01/2008,0.079
684510,01/01/2008,0.079
684610,01/01/2008,0.079
684710,01/01/2008,0.079
684810,01/01/2008,0.079
684910,01/01/2008,0.079
685010,01/01/2008,0.079
685110,01/01/2008,0.107
685210,01/01/2008,0.107
685310,01/01/2008,0.107
685410,01/01/2008,0.135
685510,01/01/2008,0.135
685610,01/01/2008,0.135
685710,01/01/2008,0.135
685810,01/01/2008,0.135
685910,01/01/2008,0.135
686010,01/01/2008,0.135
686110,01/01/2008,0.135
686210,01/01/2008,0.135
686310,01/01/2008,0.135
686410,01/01/2008,0.107
686510,01/01/2008,0.107
686610,01/01/2008,0.079
686710,01/01/2008,0.079
686810,01/01/2008,0.079
686910,01/01/2008,0.051
687010,01/01/2008,0.051
687110,01/01/2008,0.051
687210,01/01/2008,0.079
687310,01/01/2008,0.079
687410,01/01/2008,0.051
687510,01/01/2008,0.079
687610,01/01/2008,0.079
687710,01/01/2008,0.079
687810,02/01/2008,0.051
687910,02/01/2008,0.051
688010,02/01/2008,0.079
688110,02/01/2008,0.079
688210,02/01/2008,0.079
688310,02/01/2008,0.079
688410,02/01/2008,0.079
688510,02/01/2008,0.079
688610,02/01/2008,0.079
688710,02/01/2008,0.079
688810,02/01/2008,0.079
688910,02/01/2008,0.079
689010,02/01/2008,0.079
689110,02/01/2008,0.079
689210,02/01/2008,0.079
689310,02/01/2008,0.079
689410,02/01/2008,0.079
689510,02/01/2008,0.079
689610,02/01/2008,0.079
689710,02/01/2008,0.079
689810,02/01/2008,0.079
689910,02/01/2008,0.079
690010,02/01/2008,0.079
690110,02/01/2008,0.107
69027,02/01/2008,0.107
69031,02/01/2008,0.107
69041,02/01/2008,0.107
69051,02/01/2008,0.107
69061,02/01/2008,0.107
69071,02/01/2008,0.107
69081,02/01/2008,0.107
69091,02/01/2008,0.107
69101,02/01/2008,0.107
69111,02/01/2008,0.107
69121,02/01/2008,0.107
69131,02/01/2008,0.107
69141,02/01/2008,0.079
69151,02/01/2008,0.079
69161,02/01/2008,0.079
69171,02/01/2008,0.079
69181,02/01/2008,0.079
69191,02/01/2008,0.079
69201,02/01/2008,0.079
69211,02/01/2008,0.079
69221,02/01/2008,0.079
69231,02/01/2008,0.079
69241,02/01/2008,0.107
69251,02/01/2008,0.079
69261,03/01/2008,0.079
69271,03/01/2008,0.079
69281,03/01/2008,0.079
69291,03/01/2008,0.079
69301,03/01/2008,0.079
69311,03/01/2008,0.079
69321,03/01/2008,0.079
69331,03/01/2008,0.079
69341,03/01/2008,0.079
69351,03/01/2008,0.135
69361,03/01/2008,0.135
69371,03/01/2008,0.107
69381,03/01/2008,0.107
69391,03/01/2008,0.107
69401,03/01/2008,0.107
69411,03/01/2008,0.107
69421,03/01/2008,0.107
69431,03/01/2008,0.079
69441,03/01/2008,0.079
69451,03/01/2008,0.079
69461,03/01/2008,0.079
69471,03/01/2008,0.079
69481,03/01/2008,0.107
69491,03/01/2008,0.107
69501,03/01/2008,0.107
69511,03/01/2008,0.079
69521,03/01/2008,0.107
69531,03/01/2008,0.107
69541,03/01/2008,0.107
69551,03/01/2008,0.079
69561,03/01/2008,0.079
69571,03/01/2008,0.079
69581,03/01/2008,0.079
69591,03/01/2008,0.079
69601,03/01/2008,0.079
69611,03/01/2008,0.079
69621,03/01/2008,0.079
69631,03/01/2008,0.079
69641,03/01/2008,0.051
69651,03/01/2008,0.051
69661,03/01/2008,0.051
69671,03/01/2008,0.051
69681,03/01/2008,0.051
69691,03/01/2008,0.051
69701,03/01/2008,0.051
69711,03/01/2008,0.051
69721,03/01/2008,0.079
69731,03/01/2008,0.051
69741,04/01/2008,0.079
69751,04/01/2008,0.079
69761,04/01/2008,0.079
69771,04/01/2008,0.079
69781,04/01/2008,0.051
69791,04/01/2008,0.079
69801,04/01/2008,0.079
69811,04/01/2008,0.079
69821,04/01/2008,0.079
69831,04/01/2008,0.079
69841,04/01/2008,0.079
69851,04/01/2008,0.079
69861,04/01/2008,0.079
69871,04/01/2008,0.079
69881,04/01/2008,0.079
69891,04/01/2008,0.079
69901,04/01/2008,0.079
69911,04/01/2008,0.079
69921,04/01/2008,0.079
69931,04/01/2008,0.079
69941,04/01/2008,0.079
69951,04/01/2008,0.079
69961,04/01/2008,0.079
69971,04/01/2008,0.079
69981,04/01/2008,0.079
69991,04/01/2008,0.079
70001,04/01/2008,0.079
70011,04/01/2008,0.079
70021,04/01/2008,0.079
70031,04/01/2008,0.079
70041,04/01/2008,0.079
70051,04/01/2008,0.079
70061,04/01/2008,0.079
70071,04/01/2008,0.079
70081,04/01/2008,0.079
70091,04/01/2008,0.079
70101,04/01/2008,0.079
70111,04/01/2008,0.051
70121,04/01/2008,0.051
70131,04/01/2008,0.051
70141,04/01/2008,0.024
70151,04/01/2008,0.051
70161,04/01/2008,0.051
70171,04/01/2008,0.051
70181,04/01/2008,0.051
70191,04/01/2008,0.051
70201,04/01/2008,0.051
70211,04/01/2008,0.051
70221,05/01/2008,0.051
70231,05/01/2008,0.051
70241,05/01/2008,0.051
70251,05/01/2008,0.079
70261,05/01/2008,0.051
70271,05/01/2008,0.079
70281,05/01/2008,0.051
70291,05/01/2008,0.051
70301,05/01/2008,0.051
70311,05/01/2008,0.079
70321,05/01/2008,0.079
70331,05/01/2008,0.079
70341,05/01/2008,0.079
70351,05/01/2008,0.079
70361,05/01/2008,0.079
70371,05/01/2008,0.079
70381,05/01/2008,0.079
70391,05/01/2008,0.079
70401,05/01/2008,0.079
70411,05/01/2008,0.079
70421,05/01/2008,0.079
70431,05/01/2008,0.079
70441,05/01/2008,0.079
70451,05/01/2008,0.079
70461,05/01/2008,0.079
70471,05/01/2008,0.079
70481,05/01/2008,0.079
70491,05/01/2008,0.079
70501,05/01/2008,0.079
70511,05/01/2008,0.079
70521,05/01/2008,0.079
70531,05/01/2008,0.079
70541,05/01/2008,0.079
70551,05/01/2008,0.079
70561,05/01/2008,0.079
70571,05/01/2008,0.079
70581,05/01/2008,0.079
70591,05/01/2008,0.051
70601,05/01/2008,0.079
70611,05/01/2008,0.051
70621,05/01/2008,0.051
70631,05/01/2008,0.051
70641,05/01/2008,0.051
70651,05/01/2008,0.051
70661,05/01/2008,0.051
70671,05/01/2008,0.107
70681,05/01/2008,0.107
70691,05/01/2008,0.107
70701,06/01/2008,0.107
70711,06/01/2008,0.107
70721,06/01/2008,0.135
70731,06/01/2008,0.107
70741,06/01/2008,0.107
70751,06/01/2008,0.079
70761,06/01/2008,0.107
70771,06/01/2008,0.079
70781,06/01/2008,0.079
70791,06/01/2008,0.079
70801,06/01/2008,0.079
70811,06/01/2008,0.079
70821,06/01/2008,0.079
70831,06/01/2008,0.107
70841,06/01/2008,0.107
70851,06/01/2008,0.107
70861,06/01/2008,0.107
70871,06/01/2008,0.107
70881,06/01/2008,0.107
70891,06/01/2008,0.107
70901,06/01/2008,0.079
70911,06/01/2008,0.079
70921,06/01/2008,0.079
70931,06/01/2008,0.163
70941,06/01/2008,0.19
70951,06/01/2008,0.218
70961,06/01/2008,0.246
70971,06/01/2008,0.273
70981,06/01/2008,0.301
70991,06/01/2008,0.329
71001,06/01/2008,0.329
71011,06/01/2008,0.356
71021,06/01/2008,0.356
71031,06/01/2008,0.329
71041,06/01/2008,0.356
71051,06/01/2008,0.301
71061,06/01/2008,0.329
71071,06/01/2008,0.356
71081,06/01/2008,0.356
71091,06/01/2008,0.356
71101,06/01/2008,0.356
71111,06/01/2008,0.356
71121,06/01/2008,0.356
71131,06/01/2008,0.356
71141,06/01/2008,0.329
71151,06/01/2008,0.329
71161,06/01/2008,0.329
71171,06/01/2008,0.301
71181,07/01/2008,0.301
71191,07/01/2008,0.301
71201,07/01/2008,0.301
71211,07/01/2008,0.301
71221,07/01/2008,0.329
71231,07/01/2008,0.301
