,Date,Temp
569711,01/01/2012,0.632
569811,01/01/2012,0.632
569911,01/01/2012,0.605
570011,01/01/2012,0.577
570111,01/01/2012,0.577
570211,01/01/2012,0.577
570311,01/01/2012,0.55
570411,01/01/2012,0.55
570511,01/01/2012,0.577
570611,01/01/2012,0.577
570711,01/01/2012,0.577
570811,01/01/2012,0.605
570911,01/01/2012,0.605
571011,01/01/2012,0.605
571111,01/01/2012,0.632
571211,01/01/2012,0.632
571311,01/01/2012,0.632
571411,01/01/2012,0.632
571511,01/01/2012,0.632
571611,01/01/2012,0.632
571711,01/01/2012,0.632
571811,01/01/2012,0.632
571911,01/01/2012,0.66
572011,01/01/2012,0.66
572111,01/01/2012,0.687
572211,01/01/2012,0.687
572311,01/01/2012,0.715
572411,01/01/2012,0.742
572511,01/01/2012,0.742
572611,01/01/2012,0.742
572711,01/01/2012,0.742
572811,01/01/2012,0.742
572911,01/01/2012,0.742
573011,01/01/2012,0.715
573111,01/01/2012,0.742
573211,01/01/2012,0.742
573311,01/01/2012,0.742
573411,01/01/2012,0.742
573511,01/01/2012,0.77
573611,01/01/2012,0.77
573711,01/01/2012,0.77
573811,01/01/2012,0.77
573911,01/01/2012,0.77
574011,01/01/2012,0.77
574111,01/01/2012,0.77
574211,01/01/2012,0.742
574311,01/01/2012,0.742
574411,01/01/2012,0.715
574511,02/01/2012,0.715
574611,02/01/2012,0.715
574711,02/01/2012,0.687
574811,02/01/2012,0.687
574911,02/01/2012,0.687
575011,02/01/2012,0.687
575111,02/01/2012,0.687
575211,02/01/2012,0.687
575311,02/01/2012,0.577
575411,02/01/2012,0.66
575511,02/01/2012,0.687
575611,02/01/2012,0.687
575711,02/01/2012,0.687
575811,02/01/2012,0.715
575911,02/01/2012,0.715
576011,02/01/2012,0.715
576111,02/01/2012,0.715
576211,02/01/2012,0.687
576311,02/01/2012,0.687
576411,02/01/2012,0.687
576511,02/01/2012,0.715
576611,02/01/2012,0.715
576711,02/01/2012,0.66
576811,02/01/2012,0.687
576911,02/01/2012,0.605
577011,02/01/2012,0.577
577111,02/01/2012,0.55
577211,02/01/2012,0.522
577311,02/01/2012,0.577
577411,02/01/2012,0.632
577511,02/01/2012,0.66
577611,02/01/2012,0.66
577711,02/01/2012,0.577
577811,02/01/2012,0.55
577911,02/01/2012,0.577
578011,02/01/2012,0.605
578111,02/01/2012,0.605
578211,02/01/2012,0.522
578311,02/01/2012,0.55
578411,02/01/2012,0.522
578511,02/01/2012,0.356
578611,02/01/2012,0.384
578711,02/01/2012,0.384
578811,02/01/2012,0.356
578911,02/01/2012,0.356
579011,02/01/2012,0.522
579111,02/01/2012,0.55
579211,02/01/2012,0.522
579311,03/01/2012,0.577
579411,03/01/2012,0.577
579511,03/01/2012,0.577
579611,03/01/2012,0.577
579711,03/01/2012,0.577
579811,03/01/2012,0.577
579911,03/01/2012,0.605
580011,03/01/2012,0.605
580111,03/01/2012,0.605
580211,03/01/2012,0.605
580311,03/01/2012,0.577
580411,03/01/2012,0.577
580511,03/01/2012,0.577
580611,03/01/2012,0.577
580711,03/01/2012,0.577
580811,03/01/2012,0.605
580911,03/01/2012,0.577
581011,03/01/2012,0.577
581111,03/01/2012,0.577
581211,03/01/2012,0.577
581311,03/01/2012,0.577
581411,03/01/2012,0.577
581511,03/01/2012,0.577
581611,03/01/2012,0.577
581711,03/01/2012,0.577
581811,03/01/2012,0.577
581911,03/01/2012,0.577
582011,03/01/2012,0.577
582111,03/01/2012,0.577
582211,03/01/2012,0.577
582311,03/01/2012,0.577
582411,03/01/2012,0.577
582511,03/01/2012,0.577
582611,03/01/2012,0.55
582711,03/01/2012,0.577
582811,03/01/2012,0.577
582911,03/01/2012,0.55
583011,03/01/2012,0.577
583111,03/01/2012,0.577
583211,03/01/2012,0.577
583311,03/01/2012,0.55
583411,03/01/2012,0.55
583511,03/01/2012,0.55
583611,03/01/2012,0.55
583711,03/01/2012,0.55
583811,03/01/2012,0.55
583911,03/01/2012,0.522
584011,03/01/2012,0.522
584111,04/01/2012,0.522
584211,04/01/2012,0.522
584311,04/01/2012,0.522
584411,04/01/2012,0.495
584511,04/01/2012,0.495
584611,04/01/2012,0.495
584711,04/01/2012,0.495
584811,04/01/2012,0.495
584911,04/01/2012,0.495
585011,04/01/2012,0.467
585111,04/01/2012,0.495
585211,04/01/2012,0.439
585311,04/01/2012,0.439
585411,04/01/2012,0.412
585511,04/01/2012,0.273
585611,04/01/2012,0.246
585711,04/01/2012,0.384
585811,04/01/2012,0.412
585911,04/01/2012,0.439
586011,04/01/2012,0.412
586111,04/01/2012,0.356
586211,04/01/2012,0.356
586311,04/01/2012,0.384
586411,04/01/2012,0.412
586511,04/01/2012,0.412
586611,04/01/2012,0.439
586711,04/01/2012,0.439
586811,04/01/2012,0.412
586911,04/01/2012,0.439
587011,04/01/2012,0.439
587111,04/01/2012,0.412
587211,04/01/2012,0.439
587311,04/01/2012,0.439
587411,04/01/2012,0.439
587511,04/01/2012,0.439
587611,04/01/2012,0.412
587711,04/01/2012,0.412
587811,04/01/2012,0.467
587911,04/01/2012,0.467
588011,04/01/2012,0.467
588111,04/01/2012,0.467
588211,04/01/2012,0.495
588311,04/01/2012,0.495
588411,04/01/2012,0.467
588511,04/01/2012,0.467
588611,04/01/2012,0.467
588711,04/01/2012,0.439
588811,04/01/2012,0.439
588911,05/01/2012,0.439
589011,05/01/2012,0.439
589111,05/01/2012,0.439
589211,05/01/2012,0.439
589311,05/01/2012,0.439
589411,05/01/2012,0.439
589511,05/01/2012,0.439
589611,05/01/2012,0.439
589711,05/01/2012,0.439
589811,05/01/2012,0.439
589911,05/01/2012,0.412
590011,05/01/2012,0.412
590111,05/01/2012,0.384
590211,05/01/2012,0.356
590311,05/01/2012,0.329
590411,05/01/2012,0.329
590511,05/01/2012,0.246
590611,05/01/2012,0.246
590711,05/01/2012,0.218
590811,05/01/2012,0.19
